review_id,review_text
R01779,"Bought it for floor workouts. Within half a year a permanent crease formed, so I would not buy again."
R01780,"Does the job for driving. Not perfect, a hinge screw worked loose eventually, but for the price it is acceptable."
R01781,"Using it for carrying a laptop and a lunch box for half a year. The inner lining does exactly what it needs to, nothing fancy but it works."
R01782,Been using this through a dry winter for about six weeks now and the texture has held up well. No complaints so far.
R01783,"Decent for floor workouts, though it started flaking at the edges after a month. The edge binding is still holding up at least."
R01784,"Very happy with this bottle. Great quality, quick delivery. Would recommend."
R01785,Used it in heavy rain for half a year and then the base fabric started fraying. Disappointing for what it cost.
R01786,"Decent on a week of travel, though it soaked through in rain after four months. The base fabric is still holding up at least."
R01787,Really happy with this backpack. The quality is great and it arrived quickly. Recommended.
R01788,Been using this for slicing bread for about four months now and the grip has held up well. No complaints so far.
R01789,"Solid buy, no complaints at all."
R01790,"Very good, exactly what I wanted. Thanks!"
R01791,Wonderful item! Top quality and great service. Would definitely recommend!
R01792,"Very happy with this case. Great quality, quick delivery. Would recommend."
R01793,"Perfect product, exactly as described. Excellent quality. Highly satisfied!"
R01794,"Bought it for carrying a laptop and a lunch box. The magnetic clasp is better than I expected for the price, still solid after a month."
R01795,"Good product, works fine. Happy with it."
R01796,"Very happy with this watch. Great quality, quick delivery. Would recommend."
R01797,Had this three months. Mainly use it for slicing bread. The tang is the part that impressed me most.
R01798,Been using this for work calls for about half a year now and the charging case hinge has held up well. No complaints so far.
R01799,"Using it after a waist height drop onto tile for three months. The port cutout does exactly what it needs to, nothing fancy but it works."
R01800,"Bought it for gym sessions. The laces is better than I expected for the price, still solid after six weeks."
R01801,Had this about eight months. Mainly use it on sensitive skin. The pump dispenser is the part that impressed me most.
R01802,Excellent! Very good product with superb finishing. Worth every penny!
R01803,"Very good, exactly what I wanted. Thanks!"
R01804,"Bought it as a work bag. The zip pull is better than I expected for the price, still solid after about eight months."
R01805,"Great bag, quality is excellent and delivery was quick. Happy to recommend."
R01806,"This case is great quality and arrived fast. Very happy with it, recommended."
R01807,"Bought it in the shower. Within six weeks lost pairing every few minutes, so I would not buy again."
R01808,"Bought it with a laptop while travelling. Within three months the left click started double-clicking, so I would not buy again."
R01809,About half a year in and a zip tooth broke. The base fabric clearly was not built for regular use.
R01810,"Pretty good overall, would buy again."
R01811,"Using it for keeping tea hot at work for two weeks. The spout does exactly what it needs to, nothing fancy but it works."
R01812,"Bought it on a glass desk. The side buttons is better than I expected for the price, still solid after half a year."
R01813,"Decent in a heated class, though it started flaking at the edges after about eight months. The edge binding is still holding up at least."
R01814,Been using this alongside an existing routine for about about eight months now and the jar seal has held up well. No complaints so far.
R01815,Had this a month. Mainly use it when breaking down a chicken. The bolster is the part that impressed me most.
R01816,Terrible product. Complete waste of money. Do not buy this. Very bad quality.
R01817,"Perfect product, exactly as described. Excellent quality. Highly satisfied!"
R01818,"Great bottle, quality is excellent and delivery was quick. Happy to recommend."
R01819,Mixed feelings. The armrest is good but after six weeks an armrest developed play. Fine if you use it lightly.
R01820,"Absolutely love it! Great product, great price, great seller. Buy it now!"
R01821,Had this six weeks. Mainly use it after a waist height drop onto tile. The inner lining is the part that impressed me most.
R01822,"Bought it after a waist height drop onto tile. The inner lining is better than I expected for the price, still solid after about eight months."
